Country,City,AQI Value,CO AQI Value,Ozone AQI Value,NO2 AQI Value,PM2.5 AQI Value,Latitude,Longitude,cluster
Indonesia,Pontianak,44.0,1.0,15.0,0.0,44,-0.0226903,109.3447488,1
Philippines,Dipolog,30.0,1.0,17.0,0.0,30,8.5864062,123.3449371,1
Philippines,Guiset,66.0,1.0,26.0,1.0,66,15.7208747,120.7775143,1
Indonesia,Tidore,21.0,0.0,13.0,0.0,21,0.6786796,127.4483156,1
Philippines,Toboso,54.0,1.0,20.0,0.0,54,10.7169474,123.5135576,1
Philippines,Jasaan,59.0,1.0,32.0,0.0,59,8.6504031,124.7547085,1
Philippines,Indang,50.0,0.0,24.0,0.0,50,14.1958306,120.8784148,1
Thailand,Sungai Kolok,65.0,1.0,34.0,0.0,65,5.9647397,101.9428436,1
Indonesia,Sungaipenuh,17.0,1.0,13.0,0.0,17,-2.0626480000000003,101.40162048740046,1
Philippines,Tagaytay,41.0,1.0,25.0,1.0,41,14.1031439,120.9320545,1
Philippines,Talacogon,37.0,1.0,19.0,0.0,37,8.4486711,125.7861565,1
Philippines,Tantangan,35.0,1.0,20.0,0.0,35,6.6191395,124.748923,1
Indonesia,Tarogong,88.0,2.0,51.25,1.0,88,-7.2004633,107.8784677,2
Myanmar,Akyab,136.25,1.0,46.0,0.0,135,20.15,92.9,2
Malaysia,Ayer Keroh,59.0,1.0,34.0,0.0,59,2.255986,102.2915442,1
Thailand,Ban Phai,52.0,0.0,28.0,0.0,52,16.0595155,102.7254663,1
Malaysia,Bandar Penggaram,76.0,1.0,39.0,0.0,76,1.8472584,102.9346697,1
Philippines,Bangued,27.0,0.0,23.0,0.0,27,17.5965664,120.6179987,1
Malaysia,Batu Gajah,92.0,2.0,51.25,1.0,92,4.470533,101.036989,2
Philippines,Catbalogan,68.0,1.0,26.0,0.0,68,11.7753199,124.8829549,1
Indonesia,Binjai,92.0,2.0,45.0,0.0,92,3.6063964,98.4899865,2
Philippines,Baras,51.0,1.0,27.0,1.0,51,13.6643872,124.44613011834204,1
Thailand,Nong Bua,38.0,0.0,20.0,0.0,38,14.0604662,99.4473663,1
Thailand,Nong Han,57.0,0.0,25.0,0.0,57,18.9493272,98.9829111,1
Philippines,Palo,55.0,1.0,20.0,0.0,55,11.159448,124.9908138,1
Indonesia,Pamekasan,54.0,1.0,35.0,0.0,54,-7.1605439,113.4826273,1
Thailand,Phanom Thuan,42.0,0.0,19.0,0.0,42,14.129361,99.6998199,1
Thailand,Phatthalung,59.0,1.0,27.0,0.0,59,7.543525,99.9971582,1
Thailand,Phetchaburi,35.0,0.0,17.0,0.0,35,13.0692869,99.6044376,1
Indonesia,Prabumulih,49.0,1.0,30.0,0.0,49,-3.4382688,104.2310181,1
Indonesia,Pringsewu,63.0,2.0,40.0,0.0,63,-5.36668925,104.97221206481078,2
Thailand,Phrai Bung,53.0,0.0,27.0,0.0,53,15.24700675,104.84934569093464,1
Thailand,Ranong,36.0,0.0,16.0,0.0,36,10.0469546,98.6870133,1
Philippines,Romblon,50.0,1.0,23.0,0.0,50,12.5,122.2,1
Thailand,Dan Khun Thot,56.0,1.0,31.0,0.0,56,15.2087873,101.7688474,1
Thailand,Lam Luk Ka,66.0,1.0,28.0,1.0,66,13.9627225,100.7726095,1
Philippines,Lamacan,70.0,1.0,21.0,0.0,70,10.0273053,123.5974645,1
Philippines,Lianga,50.0,1.0,20.0,0.0,50,8.6330237,126.0934758,1
Malaysia,Limbang,95.0,3.5,51.25,0.0,46,4.3519985,115.06024165665087,2
Indonesia,Lubuk Pakam,98.0,2.0,47.0,0.0,98,3.5603701,98.8766933,2
Philippines,Lucena,32.0,1.0,29.0,0.0,32,13.9358509,121.6130954,1
Philippines,Malandag,55.0,1.0,19.0,0.0,55,6.308396,125.2522511,1
Myanmar,Kyaiklat,61.0,0.0,21.0,0.0,61,16.506579,95.65004788974036,1
Cambodia,Kampot,59.0,1.0,27.0,0.0,59,10.6314754,104.132637,1
Malaysia,Masjid Tanah,79.0,2.0,36.0,0.0,79,2.3522253,102.1089793,2
Philippines,Medellin,78.0,1.0,31.0,0.0,78,11.1283811,123.9615625,1
Indonesia,Mojoagung,136.25,3.0,51.25,2.0,135,-7.5699054,112.344923,2
Philippines,Montalban,70.0,1.0,23.0,2.0,70,14.7324746,121.1452701,1
Thailand,Khiri Mat,81.0,0.0,23.0,0.0,81,16.8324882,99.8054296,1
Myanmar,Loikaw,15.0,0.0,15.0,0.0,10,19.674167,97.2094441,1
Philippines,Manay,25.0,0.0,15.0,0.0,25,7.214086,126.5393643,1
Philippines,Manibaug,65.0,1.0,22.0,1.0,65,15.10937955,120.56568080520614,1
Malaysia,Lahad Datu,48.0,1.0,15.0,0.0,48,5.0215726,118.3275533,1
Indonesia,Lamongan,136.25,3.0,51.25,1.0,135,-7.1204411,112.4155881,2
Indonesia,Karang Tengah,105.0,2.0,51.25,1.0,105,-4.1831304,104.5536465,2
Indonesia,Kembaran,54.0,1.0,29.0,1.0,54,-7.3940996,109.987961,1
Thailand,Lang Suan,32.0,0.0,16.0,0.0,32,9.9492883,99.0764176,1
Philippines,Lun,15.0,0.0,15.0,0.0,15,38.907488,-77.03813305272263,1
Indonesia,Malang,67.0,1.0,36.0,0.0,67,-7.9771206,112.6340291,1
Philippines,Malaya,57.0,1.0,25.0,1.0,57,13.21989,121.271418,1
Philippines,Manapla,54.0,1.0,22.0,0.0,54,10.9591466,123.1234936,1
Philippines,Margosatubig,17.0,0.0,16.0,0.0,17,7.5765795,123.1689932,1
Thailand,Kumphawapi,57.0,0.0,24.0,0.0,57,17.110016,103.0153298,1
Indonesia,Kutoarjo,58.0,1.0,28.0,0.0,58,-7.72603,109.9070809,1
Indonesia,Mataram,34.0,1.0,25.0,0.0,34,-8.5837726,116.10685,1
Indonesia,Mertoyudan,66.0,1.0,32.0,1.0,66,-7.5108329,110.2241571,1
Indonesia,Driyorejo,136.25,2.0,51.25,2.0,135,-7.3654117,112.6017226,2
Malaysia,Gurun,54.0,1.0,47.0,0.0,54,5.8186842,100.4762517,1
Indonesia,Ngaglik,60.0,1.0,29.0,1.0,60,-7.6082371,109.9857127,1
Thailand,Phuket,43.0,1.0,33.0,0.0,43,7.9366015,98.3529292,1
Indonesia,Purwakarta,101.0,2.0,51.25,1.0,101,-6.5607313,107.4439799,2
Indonesia,Palembang,74.0,2.0,47.0,0.0,74,-2.9888243,104.7568507,2
Indonesia,Pameungpeuk,97.0,2.0,51.25,1.0,97,-7.6318844,107.7307524,2
Philippines,Pantubig,62.0,1.0,23.0,1.0,62,14.9654954,120.9529641,1
Myanmar,Labutta,30.0,1.0,30.0,0.0,28,15.96214255,94.94954345009798,1
Indonesia,Leuwiliang,136.25,3.5,8.0,2.5,135,-6.5745161,106.6343847,0
Indonesia,Sidareja,136.25,3.5,7.0,2.5,135,-7.4863529,108.8075095,0
Indonesia,Wlingi,136.25,3.5,10.0,2.5,135,-8.088369,112.3199588,0
Indonesia,Mlonggo,82.0,2.0,50.0,1.0,82,-6.5920048,110.6758943,2
Thailand,Nakhon Sawan,21.0,0.0,21.0,0.0,20,15.7054772,99.9288481,1
Indonesia,Ngoro,121.0,2.0,51.25,1.0,121,-7.5519339,112.6186026,2
Malaysia,Chaah,81.0,1.0,44.0,0.0,81,2.2488989,103.0429494,2
Thailand,Dok Kham Tai,24.0,0.0,24.0,0.0,17,19.1625658,99.9906059,1
Philippines,Domalandan,60.0,1.0,25.0,1.0,60,16.006009,120.1886094,1
Indonesia,Ciampea,136.25,3.5,51.25,2.0,126,-6.57900005,106.70201811631512,2
Philippines,Claveria,95.0,1.0,23.0,0.0,95,18.6051605,121.080641,1
Thailand,Bo Phloi,29.0,0.0,19.0,0.0,29,14.3253091,99.5150537,1
Indonesia,Balaipungut,57.0,2.0,12.0,2.0,57,1.1066382,101.3073326,0
Thailand,Ban Dung,82.0,3.0,8.0,2.5,82,17.6964507,103.2587765,0
Indonesia,Bandung,136.25,3.5,6.0,2.5,135,-6.9215529,107.6110212,0
Indonesia,Boyolali,136.25,3.5,2.0,2.5,135,-7.387211799999999,110.70386905900187,0
Indonesia,Brebes,136.25,3.5,23.0,2.5,135,-7.05207115,108.88813597074842,0
Philippines,Bulihan,75.0,1.0,27.0,2.5,75,14.0358022,121.1372793,0
Philippines,Casisang,57.0,1.0,9.0,2.5,57,8.1348624,125.1269136,0
Thailand,Chiang Rai,67.0,2.0,13.0,2.0,67,19.7589517,99.6734592,0
Indonesia,Sabang,40.0,1.0,23.0,0.0,40,5.8927453,95.3225751,1
Thailand,Samut Sakhon,53.0,1.0,23.0,0.0,53,13.5708192,100.2585874,1
Thailand,Phibun Mangsahan,57.0,1.0,24.0,0.0,57,15.2455945,105.2362056,1
Cambodia,Phumi Samraong,58.0,1.0,30.0,0.0,58,11.5114172,104.7278726,1
Philippines,Pinamungahan,58.0,1.0,23.0,0.0,58,10.2699726,123.5840189,1
Philippines,Alabel,19.0,0.0,16.0,0.0,19,6.1027828,125.2920305,1
Thailand,Seka,57.0,1.0,28.0,0.0,57,17.9287871,103.9549799,1
Indonesia,Sumber,54.0,1.0,34.0,0.0,54,-6.7975379,111.2564957,1
Indonesia,Waingapu,55.0,0.0,25.0,0.0,55,-9.652179,120.2636908,1
Philippines,Angeles,65.0,1.0,22.0,1.0,65,15.1389351,120.5875321,1
Philippines,Astorga,39.0,1.0,15.0,0.0,39,11.2626327,124.7660094,1
Indonesia,Balung,100.0,2.0,45.0,1.0,100,-8.275754,113.537299,2
Philippines,Bocaue,65.0,1.0,23.0,1.0,65,14.7954178,120.9253578,1
Philippines,Buayan,36.0,0.0,16.0,0.0,36,6.1122217,125.1721893,1
Philippines,Carmen,80.0,1.0,26.0,0.0,80,7.3556822,125.7044546,1
Malaysia,Tanah Merah,76.0,1.0,30.0,0.0,76,5.7663046,102.0341478,1
Malaysia,Tanjong Malim,90.0,2.0,47.0,0.0,90,3.6900079,101.5234848,2
Philippines,Urdaneta,77.0,1.0,26.0,1.0,77,15.9759995,120.5668992,1
Indonesia,Wanaraja,57.0,1.0,29.0,1.0,57,-7.2190966,109.7456932,1
Malaysia,Sri Aman,50.0,1.0,10.0,0.0,50,1.2097123,111.28660915557279,1
Indonesia,Sukaraja,67.0,1.0,40.0,1.0,67,-4.6246258,103.7692672,2
Thailand,Pak Phanang,69.0,2.0,34.0,0.0,69,8.3476389,100.1996122,1
Thailand,Prachin Buri,57.0,1.0,30.0,1.0,57,14.1542055,101.5547823,1
Indonesia,Prigen,136.25,3.0,51.25,2.0,135,-7.6805545,112.6406232,2
Indonesia,Sibolga,35.0,0.0,14.0,0.0,35,1.736957,98.78461,1
Thailand,Sing Buri,32.0,0.0,26.0,0.0,32,14.9936716,100.3602963,1
Thailand,Non Sung,50.0,1.0,28.0,0.0,50,14.6035364,104.3987442,1
Indonesia,Sumbawa,25.0,1.0,25.0,0.0,21,-8.5949025,117.27160682483327,1
Indonesia,Klangenan,67.0,1.0,38.0,1.0,67,-6.6820585,108.4470156,1
Myanmar,Kanbe,58.0,0.0,23.0,0.0,58,16.705278,96.001667,1
Thailand,Kathu,40.0,0.0,23.0,0.0,40,7.9083375,98.34232741383948,1
Indonesia,Kebonarum,65.0,1.0,32.0,1.0,65,-6.974232,110.432749,1
Indonesia,Kebumen,61.0,1.0,34.0,0.0,61,-7.6686894,109.6519465,1
Malaysia,Jerantut,48.0,1.0,31.0,0.0,48,4.2834137,102.5575232,1
Philippines,Jolo,30.0,1.0,15.0,0.0,30,6.0536561,121.0002644,1
Philippines,Titay,100.0,1.0,17.0,0.0,100,7.8692108,122.5607307,1
Thailand,Si Sa Ket,54.0,0.0,28.0,0.0,54,14.9222,104.4439596,1
Indonesia,Sidoarjo,136.25,2.0,51.25,2.0,135,-7.45597405,112.66088771295344,2
Malaysia,Semporna,15.0,1.0,14.0,0.0,15,4.4790651,118.6118806,1
Cambodia,Svay Rieng,53.0,1.0,26.0,0.0,53,11.1942275,105.7973275083619,1
Philippines,Guiuan,52.0,1.0,19.0,0.0,52,11.0305112,125.7238087,1
Thailand,Hat Yai,61.0,1.0,23.0,0.0,61,7.0074644,100.4689889,1
Indonesia,Kaliwungu,113.0,3.0,51.25,2.0,113,-7.4617145,110.6147021,2
Indonesia,Genteng,41.0,1.0,25.0,0.0,41,-7.260498500000001,112.74517399092005,1
Indonesia,Gatak,79.0,2.0,45.0,1.0,79,-7.5909215,110.7449837,2
Thailand,Chanthaburi,34.0,0.0,20.0,0.0,34,12.9081033,102.0159145,1
Indonesia,Cileungsi,136.25,3.0,51.25,2.0,135,-6.3982206,106.98189239498828,2
Indonesia,Ciranjang,109.0,2.0,51.25,1.0,109,-6.7864594,107.2832236,2
Malaysia,Buloh Kasap,68.0,1.0,40.0,0.0,68,2.5510589,102.7681181,1
Philippines,Bustos,71.0,1.0,23.0,1.0,71,14.954736,120.919111,1
Philippines,Bambang,53.0,1.0,26.0,0.0,53,16.3850624,121.1054715,1
Indonesia,Banjarmasin,42.0,1.0,20.0,0.0,42,-3.3247398500000003,114.59750526571096,1
Philippines,Barra,52.0,1.0,27.0,1.0,52,8.590497,123.3409935,1
Philippines,Iba,111.0,1.0,24.0,2.0,111,15.3264614,119.9801043,0
Malaysia,Kangar,105.0,2.0,13.0,2.5,105,6.4389312,100.1944838,0
Philippines,Kawit,74.0,1.0,28.0,2.5,74,14.4443142,120.9033242,0
Philippines,San Jacinto,89.0,1.0,27.0,2.5,89,12.5677,123.7337,0
Philippines,San Miguel,136.25,3.0,19.0,2.5,135,9.9863216,124.3385695,0
Philippines,Oroquieta,93.0,1.0,18.0,0.0,93,8.4858864,123.8077767,1
Indonesia,Pacet,98.0,2.0,51.25,1.0,98,-7.6665791,112.5371895,2
Indonesia,Wonosobo,81.0,2.0,48.0,0.0,81,-7.39979995,109.92096446847731,2
Indonesia,Weleri,81.0,2.0,51.25,0.0,81,-6.970644,110.0697728,2
Thailand,Wapi Pathum,58.0,0.0,29.0,0.0,58,15.8428831,103.3799977,1
Indonesia,Martapura,28.0,1.0,20.0,0.0,28,-3.4086465,114.848837,1
Malaysia,Melaka,61.0,1.0,31.0,0.0,61,2.3293744,102.2880962,1
Myanmar,Myingyan,27.0,0.0,27.0,0.0,20,21.4587531,95.3924129,1
Thailand,Nong Kung Si,57.0,0.0,27.0,0.0,57,16.6505827,103.2927122,1
Philippines,Trento,58.0,1.0,20.0,0.0,58,8.043508,126.0633157,1
Thailand,U Thong,32.0,0.0,21.0,0.0,32,14.3763671,99.8962761,1
Indonesia,Surabaya,136.25,1.0,45.0,1.0,135,-7.2459717,112.7378266,2
Philippines,Tagbilaran,98.0,1.0,17.0,0.0,98,9.6402611,123.8559809,1
Thailand,Klaeng,56.0,0.0,25.0,1.0,56,12.7792276,101.650471,1
Philippines,Malvar,53.0,0.0,23.0,1.0,53,14.0472848,121.157631,1
Philippines,Mangaldan,51.0,0.0,24.0,1.0,51,16.0702806,120.4037803,1
Philippines,Marawi,45.0,1.0,19.0,0.0,45,8.0047262,124.2854351,1
Thailand,Lom Sak,34.0,0.0,25.0,0.0,34,16.7770781,101.2431565,1
Thailand,Kaeng Khoi,57.0,1.0,30.0,1.0,57,14.5897806,101.0001303,1
Indonesia,Bojonegoro,104.0,2.0,49.0,0.0,104,-7.158753000000001,111.88660450042843,2
Indonesia,Bone,17.0,0.0,17.0,0.0,14,-4.680101799999999,120.09467349780329,1
Philippines,Bontoc,26.0,0.0,26.0,0.0,22,17.0891276,120.977394,1
Thailand,Huai Yot,54.0,1.0,32.0,0.0,54,7.7860509,99.6381616,1
Indonesia,Gresik,115.0,1.0,43.0,1.0,115,-5.79334655,112.6598223201143,2
Indonesia,Sijunjung,42.0,1.0,20.0,0.0,42,-0.6964425,100.9936303,1
Indonesia,Sleman,63.0,1.0,34.0,1.0,63,-7.6894175,110.38129042693123,1
Malaysia,Kampar,60.0,1.0,43.0,1.0,60,4.3,101.15,2
Malaysia,Kluang,80.0,1.0,38.0,0.0,80,2.0323472,103.3190766,1
Philippines,Tagoloan,54.0,1.0,18.0,2.5,54,8.1268565,124.2767478,0
Philippines,Tagum,91.0,2.0,6.0,2.5,91,7.4470784,125.8094853,0
Indonesia,Talang,136.25,3.5,18.0,2.5,135,-8.0018987,111.8702484,0
Philippines,Mapandan,97.0,2.0,27.0,2.5,97,16.0269118,120.4537476,0
Indonesia,Lebaksiu,86.0,2.0,51.25,1.0,86,-7.0469368,109.1467653,2
Philippines,Ma Ao,36.0,1.0,18.0,0.0,36,10.4886688,122.9900129,1
Malaysia,Kuala Lumpur,76.0,2.0,41.0,2.0,76,3.1516964,101.6942371,2
Thailand,Kut Chap,45.0,1.0,28.0,0.0,45,17.4196097,102.5661535,1
Indonesia,Manado,30.0,0.0,16.0,0.0,30,1.4900578,124.8408708,1
Philippines,Mansalay,24.0,0.0,24.0,0.0,22,12.5204987,121.4389813,1
Thailand,Det Udom,54.0,1.0,29.0,0.0,54,14.9036924,105.0757106,1
Thailand,Trat,28.0,0.0,17.0,0.0,28,12.2593544,102.4268871,1
Philippines,San Pedro,56.0,1.0,25.0,2.0,56,14.3639435,121.056771,1
Indonesia,Salatiga,83.0,2.0,49.0,1.0,83,-7.3302642,110.4995353,2
Indonesia,Sepatan,136.25,3.5,51.25,2.5,135,-6.12319355,106.58398020360181,2
Indonesia,Pamulang,136.25,3.5,51.25,2.5,135,-6.33321675,106.7226635889224,2
Indonesia,Pandaan,136.25,3.0,51.25,2.0,135,-7.6532322,112.6872932,2
Indonesia,Parung,136.25,3.5,51.25,2.0,135,-6.4405056,106.71719959625597,2
Thailand,Ban Bung,43.0,0.0,16.0,2.0,43,17.4936625,101.0729964,1
Indonesia,Banjar,75.0,1.0,46.0,0.0,75,-3.3187496,114.5925828,2
Indonesia,Bogor,136.25,3.5,51.25,2.0,135,-6.5962986,106.7972421,2
Philippines,New Visayas,39.0,1.0,19.0,0.0,39,7.5888996,124.9829793,1
Malaysia,Nibong Tebal,66.0,1.0,47.0,0.0,66,5.1700963,100.4785191,2
Thailand,Nong Chik,57.0,1.0,32.0,0.0,57,6.8438437,101.1786117,1
Thailand,Nonthaburi,63.0,1.0,25.0,1.0,63,13.8610918,100.3456772,1
Philippines,Norala,30.0,1.0,17.0,0.0,30,6.5212891,124.6604473,1
Indonesia,Muntilan,71.0,1.0,37.0,1.0,71,-7.60616105,110.25850625745773,1
Indonesia,Ciparay,91.0,2.0,51.25,1.0,91,-7.2696909,106.6187283,2
Malaysia,Bandar Maharani,75.0,1.0,31.0,0.0,75,2.0425046,102.5658852,1
Thailand,Bang Kruai,59.0,1.0,23.0,1.0,59,13.8027856,100.4773195,1
Thailand,Bang Len,45.0,1.0,26.0,1.0,45,13.8484934,100.4366748,1
Malaysia,Beaufort,63.0,3.5,36.0,0.0,63,5.3470611,115.7430094,2
Philippines,Buenlag,58.0,0.0,23.0,1.0,58,16.0486506,120.2889813,1
Philippines,Cabayangan,30.0,0.0,15.0,0.0,30,7.4362853,125.7410491,1
Philippines,Cadiz,54.0,1.0,23.0,0.0,54,10.956652,123.3057034,1
Indonesia,Tegal,136.25,3.5,25.0,2.5,135,-7.05644335,109.13157658590205,0
Indonesia,Tuban,61.0,1.0,15.0,2.5,61,-6.8962656,112.0650714,0
Indonesia,Gebog,136.25,3.5,2.0,2.5,135,-6.7351047,110.8440684,0
Philippines,Dalipuga,61.0,1.0,17.0,2.5,61,8.3059601,124.258587,0
Thailand,Pong,56.0,1.0,14.0,2.0,56,12.9505662,100.98119,1
Indonesia,Pamanukan,136.25,3.0,22.0,2.5,135,-6.2841644,107.8210101,0
Thailand,Phayuha Khiri,57.0,1.0,17.0,2.0,57,15.4581578,100.1368859,1
Myanmar,Maymyo,69.0,2.0,4.0,2.0,69,22.0331367,96.4667341,0
Indonesia,Merauke,34.0,0.0,21.0,0.0,34,-7.7925193,140.01832515,1
Indonesia,Karanganom,57.0,1.0,32.0,0.0,57,-7.6463532,110.624519,1
Malaysia,Kuala Lipis,70.0,2.0,10.0,2.5,70,4.1869878,102.0544343,0
Myanmar,Kyaukse,66.0,1.0,6.0,2.5,66,21.57803905,96.1521055727707,0
Philippines,Libog,61.0,1.0,22.0,1.0,61,13.2371495,123.7774835,1
Philippines,Saug,31.0,0.0,15.0,0.0,31,7.5382999,125.753854,1
Philippines,Sangali,104.0,0.0,14.0,0.0,104,7.0736762,122.2011183,1
Thailand,Bang Pakong,113.0,3.0,7.0,2.5,113,13.5006858,100.9892704,0
Thailand,Bang Yai,136.25,3.5,4.0,2.5,135,13.8354131,100.3655147,0
Indonesia,Bekasi,136.25,3.5,16.0,2.5,135,-6.2349858,106.9945444,0
Indonesia,Ciledug,136.25,3.5,11.0,2.5,135,-6.2411161,106.704292954179,0
Philippines,Tayug,89.0,1.0,29.0,1.0,89,16.0275524,120.7443637,1
Indonesia,Ubud,35.0,1.0,26.0,0.0,35,-8.5068977,115.2622931,1
Indonesia,Sunggal,76.0,2.0,41.0,0.0,76,3.5754225,98.6142296,2
Philippines,Ormoc,62.0,1.0,22.0,0.0,62,11.0052935,124.6090753,1
Indonesia,Praya,51.0,1.0,25.0,0.0,51,-8.7157359,116.2706282,1
Philippines,Pagadian,44.0,1.0,18.0,1.0,44,7.8249717,123.4365816,1
Philippines,Malabanban,72.0,1.0,27.0,2.5,72,13.9289296,121.4326183,0
Indonesia,Curug,136.25,3.5,6.0,2.5,135,-6.2390565,106.56594964463723,0
Thailand,Phon,93.0,2.0,14.0,2.5,93,15.8137152,102.6007983,0
Philippines,Pili,72.0,1.0,20.0,1.0,72,13.5561041,123.2741192,1
Myanmar,Pyay,31.0,1.0,18.0,0.0,31,18.816667,95.216667,1
Indonesia,Pandegelang,136.25,3.5,17.0,2.5,135,-6.31,106.1058365,0
Philippines,Perrelos,61.0,1.0,29.0,2.0,61,10.1143434,123.6747667,1
Indonesia,Peterongan,136.25,3.0,11.0,2.5,135,-7.5102868,112.4884345,0
Thailand,Phanom Sarakham,108.0,3.0,1.25,2.5,108,13.748243,101.3471785,0
Philippines,Baliuag,65.0,1.0,25.0,2.0,65,14.9542259,120.9009172,1
Philippines,Bangar,30.0,1.0,30.0,0.0,19,16.8937811,120.4229597,1
Indonesia,Bangkalan,136.25,2.0,51.25,1.0,135,-7.04637245,112.89625027008556,2
Philippines,Bacolod,38.0,1.0,19.0,0.0,38,10.6762836,122.9513786,1
Malaysia,Simpang Empat,57.0,1.0,47.0,0.0,57,6.3424075,100.190631,1
Thailand,Sung Noen,35.0,0.0,24.0,0.0,35,14.8975836,101.818529,1
Thailand,Khon Buri,52.0,0.0,28.0,0.0,52,14.5225597,102.2478299,1
Thailand,Ko Samui,45.0,1.0,24.0,0.0,45,9.5071545,99.9957562,1
Indonesia,Kudus,69.0,2.0,51.25,1.0,69,-8.0335973,113.2662242,2
Indonesia,Majalengka,50.0,1.0,31.0,1.0,50,-6.8073627,108.27878604491181,1
Philippines,Malolos,63.0,1.0,24.0,1.0,63,14.843759,120.8113694,1
Indonesia,Diwek,136.25,3.0,51.25,2.0,135,-7.5901685,112.2366182,2
Indonesia,Dukuhturi,77.0,1.0,39.0,0.0,77,-6.9046873,109.1252151,1
Indonesia,Gedangan,136.25,2.0,51.25,2.0,135,-7.5667096,112.5049274,2
Indonesia,Mlati,49.0,1.0,28.0,0.0,49,-7.8935041,111.9673739,1
Thailand,Nakhon Luang,48.0,0.0,29.0,0.0,48,14.4675654,100.6119942,1
Philippines,Talisay,52.0,1.0,23.0,0.0,52,14.0939348,121.0218094,1
Thailand,Uttaradit,66.0,0.0,22.0,0.0,66,17.625163,100.4029452,1
Thailand,Yasothon,58.0,0.0,31.0,0.0,58,16.0282186,104.2748479,1
Thailand,Wang Noi,60.0,1.0,30.0,1.0,60,14.2297772,100.7278878,1
Thailand,Nam Som,44.0,0.0,22.0,0.0,44,17.7817892,102.1261789,1
Philippines,General Emilio Aguinaldo,48.0,0.0,24.0,0.0,48,14.1843333,120.7964033,1
Philippines,Eustaquio Lopez,62.0,1.0,18.0,0.0,62,10.8211091,123.0396276,1
Malaysia,Ayer Itam,54.0,1.0,47.0,0.0,54,5.3881126,100.27869609616539,1
Philippines,Bagabag,46.0,1.0,24.0,0.0,46,16.6055376,121.2533079,1
Thailand,Ban Phaeo,54.0,0.0,21.0,0.0,54,13.5892431,100.1059766,1
Thailand,Bang Bo,67.0,1.0,24.0,1.0,67,13.5737394,100.8363282,1
Malaysia,Batu Arang,58.0,1.0,41.0,1.0,58,3.3149138,101.4710283,1
Philippines,Botolan,70.0,0.0,25.0,0.0,70,15.2889971,120.0247358,1
Philippines,Butuan,54.0,1.0,19.0,0.0,54,8.9483324,125.5369442,1
Philippines,Calatagan,50.0,0.0,23.0,0.0,50,13.8329883,120.6322361,1
Thailand,Ang Thong,47.0,0.0,23.0,0.0,47,14.6495224,100.3170382,1
Thailand,Ao Luk,33.0,0.0,19.0,0.0,33,8.3962974,98.74285572386835,1
