Country,City,AQI Value,CO AQI Value,Ozone AQI Value,NO2 AQI Value,PM2.5 AQI Value,Latitude,Longitude,cluster
Indonesia,Soreang,136.25,3.5,5.0,2.5,135,-7.0268685,107.5167964,0
Indonesia,Grogol,136.25,3.5,7.0,2.5,135,-6.162071,106.7888748,0
Malaysia,Gua Musang,67.0,2.0,2.0,2.0,67,4.8792724,101.9652332,0
Philippines,Irosin,55.0,1.0,21.0,0.0,55,12.7038417,124.0320966,1
Thailand,Khao Wong,66.0,2.0,19.0,2.0,66,16.6889228,104.087874,0
Indonesia,Pecangakan,136.25,3.0,10.0,2.5,135,-6.9187681,109.5423071,0
Thailand,Bo Rai,40.0,1.0,15.0,1.0,40,12.5763363,102.5388043,1
Philippines,Bugo,53.0,1.0,18.0,2.5,53,8.5074399,124.7547847,0
Malaysia,Bukit Mertajam,136.25,3.0,24.0,2.5,135,5.3642519,100.4609867,0
Philippines,Buluangan,73.0,1.0,27.0,2.0,73,10.5572719,122.5477225,1
Indonesia,Dumai,70.0,2.0,16.0,0.0,70,1.6631967,101.4470369,1
Philippines,Manukan,36.0,1.0,21.0,0.0,36,8.5157792,123.0942844,1
Thailand,Khon Kaen,96.0,2.0,20.0,2.5,96,16.6022387,102.6352933,0
Malaysia,Kinarut,54.0,2.0,11.0,2.5,54,5.8244279,116.0431553,0
Indonesia,Lahat,109.0,3.5,3.0,2.5,109,-3.87934575,103.41408633497844,0
Indonesia,Lhokseumawe,88.0,2.0,21.0,2.0,88,5.1789659,97.1480544,0
Malaysia,Seremban,136.25,3.0,14.0,2.5,135,2.718407,101.94106957295432,0
Indonesia,Samarinda,57.0,1.0,7.0,2.0,57,-0.5154238,117.2578649,0
Indonesia,Sampang,53.0,1.0,20.0,0.0,53,-7.05781575,113.25405409767842,1
Philippines,San Luis,136.25,2.0,26.0,2.5,135,13.8549002,120.9162216,0
Philippines,Santiago,62.0,1.0,13.0,2.5,62,16.6915963,121.5478637,0
Indonesia,Cikeruh,76.0,1.0,39.0,1.0,76,-6.9626056,107.7454476,2
Indonesia,Cimahi,104.0,2.0,51.25,1.0,104,-6.8731527,107.5423099,2
Thailand,Sawang Daen Din,49.0,1.0,29.0,0.0,49,17.4763083,103.4586668,1
Indonesia,Sigli,40.0,1.0,35.0,0.0,40,5.3813126,95.957932,1
Indonesia,Situbondo,51.0,1.0,32.0,0.0,51,-7.7067843,114.0054142,1
Thailand,Nakhon Pathom,35.0,0.0,24.0,0.0,35,13.8918425,100.0165659,1
Indonesia,Lawang,83.0,2.0,40.0,1.0,83,-7.8366237,112.6977587,2
Indonesia,Magelang,60.0,1.0,32.0,0.0,60,-7.4770747,110.2182164,1
Myanmar,Mawlaik,19.0,1.0,19.0,0.0,11,23.633333,94.416667,1
Thailand,Phitsanulok,51.0,0.0,24.0,0.0,51,16.9779975,100.3848239,1
Thailand,Ranot,70.0,2.0,42.0,0.0,70,7.7779926,100.3206609,2
Indonesia,Nabire,24.0,1.0,7.0,0.0,24,-3.360285,135.5023653,1
Thailand,Ratchaburi,98.0,2.0,7.0,2.5,98,13.6317897,99.3558216,0
Malaysia,Paka,65.0,1.0,22.0,2.5,65,4.636872,103.435976,0
Myanmar,Pyapon,32.0,1.0,29.0,0.0,32,16.2890879,95.6800743,1
Indonesia,Pedan,136.25,3.5,6.0,2.5,135,-7.6918699,110.703215,0
Indonesia,Waru,136.25,3.0,51.25,1.0,135,-5.583333,132.308333,2
Thailand,Maha Sarakham,58.0,0.0,28.0,0.0,58,16.1880948,103.2987346,1
Malaysia,Kuala Kangsar,84.0,2.0,51.25,0.0,84,4.7720713,100.9408776,2
Malaysia,Kuala Pilah,64.0,1.0,38.0,1.0,64,2.7430758,102.2154881,1
Thailand,Kamphaeng Phet,136.25,1.0,25.0,0.0,135,16.4183581,99.6111616,1
Indonesia,Kanigoro,38.0,1.0,24.0,0.0,38,-8.1302582,112.2196146,1
Indonesia,Kedungwuni,83.0,2.0,46.0,1.0,83,-6.9723157,109.6502003,2
Thailand,Kalasin,43.0,1.0,28.0,0.0,43,16.5912597,103.6525467,1
Indonesia,Comal,102.0,2.0,51.25,1.0,102,-6.9063768,109.5331389,2
Indonesia,Gondanglegi,50.0,1.0,29.0,0.0,50,-8.1769414,112.6380711,1
Indonesia,Garut,69.0,1.0,33.0,1.0,69,-7.2162543,107.9014912,1
Cambodia,Kampong Chhnang,21.0,0.0,16.0,0.0,21,12.1382025,104.3354098,1
Indonesia,Karangasem,44.0,1.0,26.0,0.0,44,-8.35863175,115.54725814473419,1
Indonesia,Karawang,124.0,3.0,51.25,1.0,91,-6.3050826,107.3002592,2
Malaysia,Kuala Krai,64.0,1.0,27.0,0.0,64,5.4246182,102.1522508,1
Malaysia,Kulai,136.25,1.0,51.25,2.5,135,1.6666667,103.6,2
Philippines,Pulilan,63.0,1.0,23.0,1.0,63,14.9022688,120.8487904,1
Thailand,Sam Phran,55.0,1.0,24.0,0.0,55,13.7258154,100.2138628,1
Indonesia,Serang,136.25,3.5,51.25,2.5,135,-6.10549695,105.9884713457985,2
Indonesia,Perbaungan,76.0,2.0,41.0,0.0,76,3.5674287,98.956266,2
Thailand,Phayakkhaphum Phisai,43.0,0.0,28.0,0.0,43,15.5154777,103.1948473,1
Philippines,Polomolok,41.0,1.0,17.0,0.0,41,6.2202374,125.0628101,1
Thailand,Nong Khai,49.0,0.0,26.0,0.0,49,17.8825057,102.7482277,1
Indonesia,Jogonalan,59.0,1.0,28.0,1.0,59,-7.8291024,110.3510395,1
Thailand,Kranuan,42.0,0.0,28.0,0.0,42,16.7069169,103.0807347,1
Thailand,Lat Yao,20.0,0.0,20.0,0.0,17,15.7515633,99.7899048,1
Philippines,Longos,52.0,1.0,25.0,1.0,52,15.9857192,120.3542029,1
Philippines,Lutayan,53.0,1.0,24.0,0.0,53,6.5597164,124.8581111,1
Philippines,Makati,63.0,1.0,23.0,1.0,63,14.5567949,121.0211226,1
Malaysia,Miri,136.25,3.5,51.25,2.0,135,4.392739,113.9880255,2
Indonesia,Klaten,48.0,1.0,27.0,0.0,48,-7.7124777,110.60305,1
Philippines,Magsaysay,57.0,1.0,23.0,0.0,57,9.036141,125.1434372659738,1
Indonesia,Tondano,29.0,0.0,15.0,0.0,29,1.3012112,124.9108982,1
Malaysia,Ranau,41.0,1.0,27.0,0.0,41,5.9511437,116.6662881,1
Malaysia,Raub,74.0,1.0,35.0,0.0,74,3.7912608,101.8534912,1
Philippines,Roxas,45.0,1.0,27.0,0.0,45,11.5895171,122.7500577,1
Thailand,Sa Kaeo,46.0,0.0,29.0,0.0,46,13.7686129,102.1345352,1
Philippines,Sagay,53.0,1.0,27.0,0.0,53,10.8960681,123.4154617,1
Philippines,Samal,61.0,1.0,16.0,0.0,61,7.0780265,125.7120437,1
Philippines,San Simon,54.0,1.0,27.0,0.0,54,14.9954506,120.7791636,1
Malaysia,Pekan,63.0,1.0,35.0,0.0,63,3.3781961,103.2096122,1
Philippines,Pangil,51.0,1.0,26.0,2.0,51,14.4029123,121.4677652,1
Indonesia,Bambanglipuro,37.0,1.0,24.0,0.0,37,-7.93027285,110.32991404760689,1
Malaysia,Bidor,51.0,1.0,43.0,0.0,51,4.1138861,101.2883647,1
Philippines,Binalbagan,75.0,1.0,18.0,0.0,75,10.1940763,122.8644542,1
Philippines,Angat,73.0,1.0,23.0,1.0,73,14.927794,121.02914,1
Malaysia,Tumpat,68.0,2.0,38.0,0.0,68,6.176396,102.1663281,2
Philippines,Tiwi,62.0,1.0,23.0,0.0,62,13.4569196,123.6796912,1
Myanmar,Wakema,56.0,0.0,22.0,0.0,56,16.6044622,95.1777138,1
Thailand,Wang Saphung,43.0,0.0,23.0,0.0,43,17.299909,101.7679902,1
Thailand,Yang Talat,46.0,0.0,29.0,0.0,46,16.4003186,103.3703038,1
Thailand,Lop Buri,47.0,1.0,28.0,0.0,47,15.026458,100.8089178,1
Philippines,Lumban,57.0,1.0,25.0,2.0,57,14.2974791,121.4590515,1
Malaysia,Lumut,58.0,1.0,44.0,1.0,58,4.2246469,100.6211525,2
Philippines,Manggahan,46.0,1.0,26.0,1.0,46,11.9934235,120.2191641,1
Philippines,Maragondon,30.0,1.0,27.0,1.0,30,14.2741589,120.7350728,1
Indonesia,Singaraja,48.0,1.0,30.0,0.0,48,-8.1133599,115.0839326,1
Thailand,Thoen,39.0,1.0,9.0,1.0,39,17.6052497,99.2094712,1
Philippines,Tuba,55.0,1.0,25.0,2.5,55,16.3927028,120.5602008,0
Malaysia,Sungai Pelek,121.0,3.0,17.0,2.5,121,2.6432355,101.7164195,0
Philippines,Taal,75.0,1.0,21.0,2.5,75,13.8801817,120.9232723,0
Thailand,Den Chai,25.0,0.0,22.0,0.0,25,17.9805247,100.0462183,1
Philippines,Amadeo,40.0,0.0,26.0,0.0,40,14.1698511,120.9217943,1
Thailand,Bang Rakam,92.0,0.0,25.0,0.0,92,16.7562262,100.1171684,1
Malaysia,Batang Berjuntai,97.0,2.0,51.25,1.0,97,3.378008,101.4102245,2
Philippines,Bigaa,53.0,1.0,24.0,0.0,53,13.5934601,124.1930419,1
Indonesia,Bulakamba,83.0,2.0,45.0,1.0,83,-6.8748195,108.9566007,2
Thailand,Chum Phae,43.0,0.0,25.0,0.0,43,16.5400365,102.102223,1
Indonesia,Cisaat,136.25,2.0,51.25,1.0,135,-6.9178947,106.867208,2
Indonesia,Cianjur,96.0,2.0,51.25,1.0,96,-6.8246244,107.14268481408371,2
Indonesia,Cibinong,136.25,3.5,51.25,2.5,135,-6.48243585,106.83832714913994,2
Philippines,Bongabon,75.0,1.0,29.0,0.0,75,15.6321627,121.1459259,1
Indonesia,Besuki,58.0,1.0,37.0,0.0,58,-7.7343144,113.6902407,1
Indonesia,Rengasdengklok,98.0,2.0,51.25,1.0,98,-6.1377011,107.301754,2
Philippines,Telabastagan,71.0,1.0,23.0,1.0,71,15.1142829,120.6088717,1
Thailand,Thap Khlo,50.0,0.0,21.0,0.0,50,16.1678758,100.5786712,1
Indonesia,Ruteng,24.0,1.0,24.0,0.0,19,-8.6110678,120.4645903,1
Indonesia,Sukabumi,97.0,2.0,51.25,1.0,97,-6.9199289,106.9265095,2
Thailand,Surat Thani,33.0,0.0,17.0,0.0,33,9.4674663,98.830042,1
Malaysia,Tapah,51.0,1.0,42.0,0.0,51,4.1990915,101.2599231,1
Philippines,Veruela,54.0,1.0,18.0,0.0,54,8.0710344,125.9540733,1
Cambodia,Phnum Penh,37.0,0.0,18.0,0.0,37,11.568271,104.9224426,1
Myanmar,Myitkyina,48.0,1.0,27.0,0.0,48,25.3833313,97.3999925,1
Philippines,Masinloc,62.0,0.0,25.0,0.0,62,15.5386413,119.9496856,1
Philippines,Tubigon,66.0,1.0,20.0,0.0,66,9.9515287,123.9618897,1
Philippines,Wao,30.0,1.0,20.0,0.0,30,7.6382215,124.7241605,1
Thailand,Nong Khae,63.0,1.0,29.0,1.0,63,14.3360152,100.8714868,1
Philippines,Canlaon,44.0,1.0,17.0,0.0,44,10.386953,123.2186238,1
Indonesia,Balapulang,78.0,2.0,51.25,1.0,78,-7.0498077,109.0978378,2
Myanmar,Bogale,34.0,0.0,24.0,0.0,34,16.2905973,95.3968502,1
Philippines,General Mamerto Natividad,95.0,1.0,31.0,1.0,95,15.6030982,121.0508107,1
Indonesia,Jember,46.0,1.0,27.0,0.0,46,-8.1688563,113.7021772,1
Philippines,Hinatuan,33.0,1.0,18.0,0.0,33,8.3656147,126.3358067,1
Philippines,Santa Elena,30.0,1.0,30.0,0.0,27,14.1799094,122.3923266,1
Thailand,Sadao,58.0,1.0,28.0,0.0,58,6.6364252,100.4213368,1
Philippines,Morong,53.0,1.0,25.0,1.0,53,14.5151374,121.2380858,1
Thailand,Nan,38.0,0.0,23.0,0.0,38,18.7544594,100.624804,1
Indonesia,Tambun,136.25,3.0,51.25,1.0,128,-6.2585874,107.0558099,2
Malaysia,Tampin,64.0,1.0,37.0,0.0,64,2.4721537,102.2323504,1
Thailand,Thanyaburi,64.0,1.0,29.0,1.0,64,14.0201469,100.7345277,1
Indonesia,Wates,73.0,1.0,39.0,0.0,73,-7.88590185,110.14075199888796,1
Philippines,Vallehermoso,51.0,1.0,22.0,0.0,51,10.3354066,123.3266886,1
Indonesia,Lumajang,42.0,1.0,26.0,0.0,42,-8.135205,113.2244162,1
Malaysia,Klang,57.0,1.0,34.0,1.0,57,3.083333,101.416667,1
Malaysia,Kota Tinggi,129.0,1.0,51.25,2.0,129,1.816667,103.966667,2
Malaysia,Kapit,38.0,2.0,14.0,0.0,38,2.0139027,112.9356766,1
Malaysia,Keningau,55.0,1.0,23.0,0.0,55,5.3316751,116.1523241,1
Thailand,Khanu Woralaksaburi,46.0,0.0,20.0,0.0,46,16.0678644,99.8615515,1
Thailand,That Phanom,60.0,2.0,14.0,2.0,60,16.9427657,104.7278553,0
Malaysia,Sungai Petani,136.25,3.0,23.0,2.5,135,5.6435195,100.4869513,0
Thailand,Tak Bai,72.0,2.0,27.0,2.5,72,6.2597802,102.0533967,0
Indonesia,Tanggul,136.25,3.5,9.0,2.5,135,-8.1627667,113.4482705,0
Myanmar,Shwebo,58.0,1.0,11.0,2.0,58,22.5666618,95.6999989,1
Philippines,Silay,72.0,2.0,29.0,2.5,72,10.7994126,122.9756149,0
Philippines,San Pascual,70.0,1.0,25.0,2.5,70,13.7844912,121.0302229,0
Myanmar,Mandalay,71.0,2.0,7.0,2.5,71,21.9596834,96.0948743,0
Indonesia,Barabai,67.0,2.0,5.0,2.0,67,-2.58553,115.3845228,0
Philippines,Cotabato,37.0,1.0,22.0,1.0,37,7.27,124.86,1
Indonesia,Palabuhanratu,136.25,3.5,25.0,2.5,135,-6.9882409,106.5503728,0
Philippines,Baloc,136.25,1.0,29.0,2.0,135,15.6433649,120.8847839,0
Philippines,Calintaan,32.0,0.0,25.0,0.0,32,10.2716813,125.2461576,1
Indonesia,Cepu,76.0,2.0,51.25,1.0,76,-7.1411014,111.5929797,2
Indonesia,Cibitung,136.25,3.0,51.25,1.0,111,-6.2618245,107.0837982,2
Indonesia,Cikupa,136.25,3.5,51.25,2.5,135,-6.21808135,106.5171523661416,2
Indonesia,Amuntai,45.0,1.0,15.0,0.0,45,-2.4196178,115.2539707,1
Philippines,Bais,83.0,1.0,14.0,0.0,83,9.5914759,123.121303,1
Thailand,Bang Sao Thong,59.0,1.0,20.0,1.0,59,13.6002751,100.8200739,1
Indonesia,Rajapolah,58.0,1.0,35.0,0.0,58,-7.2417512,108.1844423,1
Cambodia,Kampong Thum,44.0,1.0,21.0,0.0,44,12.0263549,105.51318051739632,1
Myanmar,Kayan,56.0,0.0,24.0,0.0,56,16.905556,96.563056,1
Thailand,Pa Daet,28.0,0.0,26.0,0.0,28,19.4993982,99.9929974,1
Thailand,Pathum Thani,63.0,1.0,26.0,1.0,63,14.048667,100.5640405,1
Philippines,Lupao,73.0,1.0,23.0,2.0,73,15.8770143,120.8995214,1
Indonesia,Mentok,50.0,1.0,30.0,0.0,50,0.9093,123.1922,1
Indonesia,Parakan,99.0,2.0,51.25,1.0,99,-7.2834552,110.102191,2
Malaysia,Parit Raja,89.0,1.0,39.0,0.0,89,1.8647959,103.1124143,2
Malaysia,Pasir Mas,65.0,2.0,36.0,0.0,65,6.0416128,102.1429248,1
Indonesia,Ngemplak,63.0,1.0,35.0,0.0,63,-7.5258089,110.7965586,1
Philippines,Midsayap,54.0,1.0,25.0,0.0,54,7.1900605,124.5333614,1
Indonesia,Ambarawa,86.0,2.0,51.25,1.0,86,-7.2598228,110.4045522,2
Indonesia,Cibadak,136.25,3.5,51.25,2.5,135,-6.9226316,107.5952567,2
Philippines,Alaminos,42.0,0.0,25.0,1.0,42,16.1553857,119.9792201,1
Malaysia,Bentong,89.0,1.0,42.0,0.0,89,3.5196355,101.9133469,2
Philippines,Buluan,38.0,0.0,20.0,0.0,38,6.7166195,124.7865943,1
Philippines,Tarlac,136.25,2.0,25.0,2.5,135,15.4937252,120.4964091,0
Thailand,Surin,85.0,2.0,18.0,2.5,85,15.0610142,103.7613123,0
Cambodia,Ta Khmau,73.0,1.0,7.0,2.5,73,11.4687395,104.9451162,0
Indonesia,Depok,60.0,1.0,33.0,0.0,60,-6.40719,106.8158371,1
Philippines,Quisao,54.0,1.0,23.0,1.0,54,14.4357299,121.3353245,1
Indonesia,Rantepao,14.0,0.0,14.0,0.0,14,-2.9704575,119.8987167,1
Myanmar,Henzada,50.0,0.0,23.0,0.0,50,17.6457472,95.4609517,1
Thailand,Chon Daen,34.0,0.0,24.0,0.0,34,16.1877761,100.8566287,1
Malaysia,Kuala Perlis,67.0,2.0,51.25,0.0,67,6.4032926,100.1345543,2
Thailand,Lampang,34.0,0.0,23.0,1.0,34,18.6799728,99.7332501,1
Singapore,Singapore,91.0,1.0,29.0,2.5,91,1.357107,103.8194992,0
Indonesia,Sumenep,51.0,1.0,35.0,0.0,51,-7.006745,113.8598666,1
Thailand,Kaeng Khlo,39.0,1.0,28.0,0.0,39,13.70317105,100.52172794561073,1
Indonesia,Karanganyar,72.0,1.0,35.0,0.0,72,-7.5975877,110.946872,1
Indonesia,Kasihan,57.0,1.0,33.0,0.0,57,-7.81472015,110.33358617722354,1
Philippines,Quezon,113.0,1.0,27.0,2.0,113,14.6510546,121.0486254,0
Malaysia,Sabak,51.0,1.0,43.0,1.0,51,6.1731165,102.3196956,1
Malaysia,Kuala Selangor,52.0,1.0,40.0,1.0,52,3.3621022,101.3455503,1
Indonesia,Teluk Nibung,64.0,2.0,32.0,0.0,64,0.4504666,103.4336208,1
Thailand,Tha Muang,41.0,0.0,19.0,0.0,41,16.1137134,103.8728883,1
Indonesia,Srandakan,42.0,1.0,24.0,0.0,42,-7.9599802,110.24073754303028,1
Myanmar,Yenangyaung,42.0,1.0,31.0,0.0,42,20.4608216,94.872961,1
Malaysia,Yong Peng,64.0,1.0,37.0,0.0,64,2.0131679,103.0570724,1
Indonesia,Wanasari,93.0,2.0,46.0,1.0,93,-6.8651849,109.0034952,2
Philippines,Maluso,26.0,0.0,15.0,0.0,26,6.5460893,121.8712404,1
Cambodia,Lumphat,48.0,1.0,24.0,0.0,48,13.4998503,106.9736284,1
Indonesia,Luwuk,18.0,0.0,18.0,0.0,9,-0.9528231,122.7880198,1
Thailand,Mae Sot,18.0,0.0,18.0,0.0,16,16.714992,98.5695528,1
Myanmar,Magway,23.0,0.0,23.0,0.0,18,20.2747958,94.7362245,1
Philippines,Liliw,49.0,1.0,26.0,1.0,49,14.1303236,121.4358499,1
Indonesia,Sinjai,20.0,1.0,20.0,0.0,16,-5.2006665000000005,120.14418652445201,1
Indonesia,Selogiri,46.0,1.0,26.0,0.0,46,-7.7798988,110.8918628,1
Thailand,Hua Hin,29.0,0.0,18.0,0.0,29,12.5646241,99.9551707,1
Indonesia,Kediri,51.0,1.0,30.0,0.0,51,-7.8111057,112.0046051,1
Indonesia,Jambi,81.0,2.0,41.0,0.0,81,-1.6394711,102.94542640112506,2
Indonesia,Jatibarang,91.0,2.0,51.25,1.0,91,-6.4728576,108.3064432,2
Indonesia,Juwana,90.0,2.0,51.25,1.0,90,-6.7116898,111.1514508,2
Myanmar,Rangoon,38.0,0.0,24.0,0.0,38,16.7967129,96.1609916,1
Myanmar,Monywa,26.0,0.0,26.0,0.0,21,22.21360045,95.3422251118846,1
Myanmar,Syriam,62.0,0.0,23.0,0.0,62,16.7648126,96.2509473,1
Thailand,Tha Maka,33.0,0.0,22.0,0.0,33,13.9147738,99.768949,1
Indonesia,Kuningan,56.0,1.0,31.0,0.0,56,-6.9629141,110.4157734,1
Thailand,Long,26.0,0.0,20.0,0.0,26,18.07478,99.8294612,1
Malaysia,Petaling Jaya,97.0,2.0,48.0,1.0,97,3.0988792,101.6454202,2
Thailand,Phichit,26.0,0.0,23.0,0.0,26,16.4551073,100.1924695,1
Thailand,Phrae,62.0,0.0,24.0,0.0,62,18.2930601,100.0886757,1
Philippines,Manila,131.0,3.0,25.0,2.5,131,14.5906346,120.9799964,0
Indonesia,Bangil,136.25,3.0,51.25,2.0,135,-7.5990586,112.7782145,2
Indonesia,Ciputat,136.25,3.5,51.25,2.5,135,-6.31107785,106.71841089195783,2
Malaysia,Bukit Bakri,77.0,1.0,32.0,0.0,77,2.0424892,102.6539628,1
Indonesia,Ambulu,54.0,1.0,33.0,0.0,54,-8.345037,113.6057621,1
Indonesia,Buduran,136.25,3.0,51.25,1.0,135,-7.4266392,112.7236695,2
Philippines,Cagayan De Oro,39.0,1.0,20.0,0.0,39,8.4756417,124.6421532,1
Philippines,Biao,35.0,1.0,16.0,0.0,35,6.3862395,125.4699665,1
Indonesia,Cibeureum,63.0,1.0,40.0,0.0,63,-6.7868216,107.0769535,1
Indonesia,Mayong,80.0,2.0,51.25,1.0,77,-8.2443684,114.9625893,2
Indonesia,Pandak,56.0,1.0,34.0,0.0,56,5.09168,96.8351654,1
Indonesia,Panji,52.0,1.0,32.0,0.0,52,-7.6975156,114.0305382,1
Malaysia,Pekan Nenas,116.0,1.0,36.0,2.5,116,1.5067604,103.512715,2
Malaysia,Peringat,64.0,2.0,36.0,0.0,64,6.0225511,102.2867408,1
Philippines,Paete,51.0,1.0,23.0,1.0,51,14.3641222,121.4815784,1
Malaysia,Kerteh,105.0,1.0,45.0,0.0,105,4.5083051,103.4418038,2
Thailand,Nong Ki,50.0,0.0,27.0,0.0,50,14.0658734,101.804276,1
Myanmar,Allanmyo,37.0,0.0,25.0,0.0,37,19.366667,95.216667,1
Indonesia,Bondowoso,47.0,1.0,29.0,0.0,47,-7.9451279,113.88205897169037,1
Philippines,Pacol,34.0,1.0,18.0,0.0,34,10.4948969,122.8672527,1
Philippines,San Marcelino,47.0,1.0,28.0,0.0,47,14.97381,120.1562867,1
Indonesia,Kisaran,71.0,2.0,36.0,0.0,71,2.9838982,99.6288041,2
Philippines,San Mariano,42.0,1.0,34.0,0.0,42,16.9835964,122.0127684,1
Indonesia,Padalarang,103.0,2.0,51.25,1.0,103,-6.8418453,107.4964916,2
Thailand,Bua Yai,51.0,0.0,25.0,0.0,51,15.5871679,102.4257424,1
Philippines,Bulalacao,44.0,1.0,21.0,0.0,44,12.3261931,121.3437406,1
Indonesia,Cicalengka,101.0,2.0,51.25,1.0,101,-6.9815914,107.8327237,2
Indonesia,Ciomas,136.25,3.0,51.25,2.0,135,-6.5894574,106.7666223,2
Philippines,Batangas,72.0,2.0,25.0,2.5,72,13.9146826,121.0867566,0
Thailand,Chai Nat,62.0,1.0,16.0,2.0,62,15.1453182,99.9010244,1
Myanmar,Kyaikto,22.0,1.0,22.0,0.0,22,17.3091636,97.0096713,1
Philippines,Mendez,81.0,2.0,23.0,2.5,81,14.1300751,120.9051427,0
Thailand,Nam Phong,86.0,2.0,21.0,2.5,86,16.7195764,102.8027756,0
Philippines,Palayan,106.0,2.0,18.0,2.5,106,15.5408666,121.0842988,0
Indonesia,Purwokerto,136.25,3.5,14.0,2.5,135,-7.4279011,109.2408501,0
Indonesia,Jatiroto,136.25,3.5,10.0,2.5,135,-8.1232548,113.364155,0
Indonesia,Kefamenanu,70.0,1.0,16.0,0.0,70,-9.4466443,124.478044,1
Thailand,Bang Phae,133.0,3.0,3.0,2.5,133,13.6940797,99.927898,0
Indonesia,Banyuwangi,101.0,3.0,19.0,2.5,101,-8.3325711,114.14157903949865,0
Indonesia,Gamping,136.25,3.5,12.0,2.5,135,-8.0884761,111.6039637,0
Philippines,Davao,87.0,1.0,17.0,1.0,87,7.0648306,125.6080623,1
Thailand,Si Satchanalai,62.0,1.0,17.0,1.0,62,17.5177681,99.762991,1
Indonesia,Labuhan,136.25,3.0,51.25,1.0,135,-7.222456,113.0783934,2
Philippines,Laoag,28.0,0.0,28.0,0.0,26,18.1973235,120.5935433,1
Indonesia,Nganjuk,136.25,3.5,6.0,2.5,135,-7.6023595,111.9010553,0
Philippines,Del Pilar,136.25,2.0,26.0,2.5,135,14.0899436,122.1183938,0
Philippines,Placer,32.0,1.0,23.0,0.0,32,9.6573961,125.6015055,1
Indonesia,Ambon,27.0,0.0,14.0,0.0,27,-3.6959434,128.178785,1
Philippines,Tubod,26.0,1.0,15.0,0.0,26,8.0486582,123.7961839,1
Indonesia,Kraksaan,69.0,2.0,40.0,1.0,69,-7.7605736,113.4164516,2
Indonesia,Kroya,64.0,1.0,40.0,1.0,64,-7.6299479,109.2540488,1
Malaysia,Kuantan,86.0,1.0,38.0,0.0,86,3.7985637,103.32199,1
Indonesia,Poso,23.0,1.0,11.0,0.0,23,-1.6568513,120.5421575,1
Indonesia,Temanggung,87.0,2.0,51.25,1.0,87,-7.2397576,110.12166479843259,2
Indonesia,Weru,68.0,2.0,49.0,0.0,68,-6.8781242,112.4507761,2
Malaysia,Senai,120.0,1.0,39.0,2.5,120,1.6012009,103.6446799,2
Indonesia,Stabat,55.0,2.0,41.0,0.0,55,3.7546297,98.4581085,2
Thailand,Sukhothai,76.0,1.0,24.0,0.0,76,17.1446985,99.4375845,1
Thailand,Chom Bung,22.0,0.0,22.0,0.0,22,16.3902255,104.1411213,1
Indonesia,Trucuk,66.0,1.0,35.0,1.0,66,-7.12151435,111.84440058118365,1
Myanmar,Thongwa,38.0,0.0,25.0,0.0,38,16.7608437,96.5237188,1
