Country,City,AQI Value,CO AQI Value,Ozone AQI Value,NO2 AQI Value,PM2.5 AQI Value,Latitude,Longitude,cluster
Thailand,Pran Buri,35.0,0.0,18.0,0.0,35,12.3764448,99.9261691,1
Philippines,San Nicolas,62.0,1.0,23.0,1.0,62,16.0703505,120.7624714,1
Thailand,Sawankhalok,73.0,0.0,23.0,0.0,73,17.3146749,99.8323192,1
Indonesia,Payakumbuh,61.0,1.0,25.0,0.0,61,-0.2242687,100.6319419,1
Indonesia,Tanggulangin,136.25,3.0,51.25,1.0,135,-7.7135821,112.8565433,2
Thailand,Selaphum,50.0,1.0,28.0,0.0,50,16.0305888,103.9386585,1
Malaysia,Semenyih,72.0,2.0,36.0,1.0,72,2.9473911,101.8459911,2
Thailand,Phak Hai,54.0,1.0,25.0,1.0,54,14.4582673,100.3693831,1
Thailand,Phanat Nikhom,53.0,1.0,18.0,1.0,53,13.4495893,101.1808862,1
Philippines,Guiljungan,50.0,1.0,16.0,0.0,50,9.9805895,122.6740598,1
Indonesia,Randudongkal,136.25,3.5,8.0,2.5,135,-7.1029102,109.3250826,0
Malaysia,Alor Setar,55.0,1.0,35.0,0.0,55,6.1231908,100.3683962,1
Indonesia,Lasem,93.0,2.0,51.25,1.0,93,-6.6921161,111.451562,2
Indonesia,Karangampel,72.0,1.0,44.0,0.0,72,-6.4635466,108.4402332,2
Malaysia,Kota Bahru,66.0,2.0,38.0,0.0,66,1.6975567,103.8815088,2
Philippines,Iriga,58.0,1.0,26.0,0.0,58,13.4222626,123.4129406,1
Indonesia,Madiun,136.25,3.5,3.0,2.5,135,-7.61188765,111.67319262808837,0
Philippines,Mamburao,34.0,1.0,18.0,0.0,34,13.2248292,120.5960338,1
Philippines,Mankayan,31.0,1.0,21.0,2.5,31,16.8572492,120.7941421,1
Indonesia,Margasari,136.25,3.5,8.0,2.5,135,-6.9541103,107.6573919,0
Philippines,Padada,89.0,1.0,13.0,2.5,89,6.6388664,125.3419089,0
Philippines,Panacan,14.0,1.0,14.0,0.0,10,9.2464008,118.4090357,1
Philippines,Tanauan,63.0,1.0,23.0,0.0,63,14.0853283,121.1528222,1
Indonesia,Tasikmalaya,56.0,1.0,27.0,0.0,56,-7.3262484,108.2201154,1
Myanmar,Thayetmyo,37.0,0.0,25.0,0.0,37,19.3255626,95.1684146,1
Thailand,Prachuap Khiri Khan,28.0,0.0,17.0,0.0,28,11.8057688,99.7967271,1
Indonesia,Purwodadi,69.0,1.0,49.0,0.0,69,-8.3625137,112.8515518,2
Indonesia,Pati,79.0,2.0,51.25,1.0,79,-6.707092449999999,111.08700759039746,2
Philippines,Pililla,50.0,1.0,26.0,1.0,50,14.4811791,121.3075948,1
Thailand,Chon Buri,51.0,0.0,21.0,0.0,51,13.1857117,101.1210777,1
Malaysia,Mersing,63.0,1.0,36.0,0.0,63,2.4298532,103.835494,1
Myanmar,Mogok,22.0,0.0,22.0,0.0,16,22.9228176,96.5054827,1
Philippines,Kabacan,63.0,1.0,28.0,0.0,63,7.1092306,124.8244964,1
Philippines,Tuyom,40.0,1.0,17.0,0.0,40,9.9766201,122.5591367,1
Indonesia,Astanajapura,61.0,1.0,36.0,0.0,61,-6.7903546,108.6193921,1
Myanmar,Chauk,23.0,0.0,23.0,0.0,18,20.8947519,94.8198211,1
Indonesia,Cikarang,132.0,3.0,51.25,1.0,127,-6.2554707,107.1461953,2
Thailand,Ban Tak,42.0,0.0,20.0,0.0,42,17.0428061,99.0703537,1
Indonesia,Batu,78.0,1.0,35.0,1.0,78,-7.8711667,112.5269482,1
Myanmar,Tharrawaddy,54.0,0.0,21.0,0.0,54,17.654413,95.786285,1
Malaysia,Bedong,70.0,1.0,49.0,0.0,70,5.7275567,100.5094517,2
Philippines,Calumpit,63.0,1.0,23.0,1.0,63,14.9151619,120.7636605,1
Philippines,Dulag,54.0,1.0,17.0,0.0,54,10.9532437,125.0334522,1
Myanmar,Dawei,29.0,0.0,22.0,0.0,29,14.0797232,98.1990191,1
Thailand,Photharam,32.0,0.0,22.0,0.0,32,14.3501923,100.5857241,1
Cambodia,Pousat,26.0,0.0,18.0,0.0,26,12.4662592,103.7426829518918,1
Philippines,Pamplona,81.0,1.0,14.0,0.0,81,18.4641165,121.3405544,1
Philippines,Sampaloc,54.0,1.0,23.0,1.0,54,14.6031403,120.993417,1
Thailand,Laem Sing,43.0,1.0,22.0,0.0,43,12.4829002,102.0669053,1
Philippines,Obando,64.0,1.0,23.0,1.0,64,14.70989,120.9365149,1
Indonesia,Sawangan,136.25,3.5,51.25,2.5,135,-7.4937679500000005,110.39235831626016,2
Myanmar,Ye,34.0,0.0,22.0,0.0,34,18.6359711,93.79114469593186,1
Philippines,Zamboanga,54.0,1.0,14.0,0.0,54,18.1888705,120.547657,1
Philippines,Gapan,71.0,1.0,26.0,1.0,71,15.3122806,120.9479433,1
Indonesia,Denpasar,39.0,1.0,24.0,0.0,39,-8.6524973,115.2191175,1
Indonesia,Sooko,136.25,2.0,51.25,1.0,135,-7.48946,112.4251891,2
Indonesia,Jatiwangi,63.0,1.0,37.0,1.0,63,-6.7344859,108.2553794,1
Philippines,Vinzons,41.0,1.0,23.0,0.0,41,14.1739546,122.907596,1
Philippines,Pio Duran,36.0,1.0,25.0,0.0,36,13.0296985,123.4431423,1
Indonesia,Soe,21.0,0.0,19.0,0.0,21,-9.8693222,124.3054796,1
Philippines,Seit,16.0,1.0,16.0,0.0,8,5.9885442,121.2021812,1
Thailand,Chiang Khong,26.0,0.0,24.0,0.0,26,20.2607827,100.406888,1
Thailand,Bamnet Narong,24.0,0.0,24.0,0.0,21,15.5020403,101.6893843,1
Philippines,Bislig,31.0,1.0,18.0,0.0,31,8.2130815,126.3156173,1
Indonesia,Blora,81.0,2.0,51.25,1.0,81,-6.5358729,110.9290999,2
Myanmar,Myanaung,42.0,0.0,23.0,0.0,42,18.1085255,95.14321809927287,1
Myanmar,Minbu,25.0,0.0,25.0,0.0,19,20.346157599999998,94.47291462949808,1
Myanmar,Mae Sai,34.0,1.0,23.0,0.0,34,20.413841,99.8021223,1
Indonesia,Majalaya,84.0,2.0,48.0,1.0,84,-7.0495197,107.7615982,2
Philippines,Orion,43.0,1.0,27.0,1.0,43,14.62157,120.5772317,1
Indonesia,Palimanan,67.0,1.0,48.0,1.0,67,-6.7088893,108.431734,2
Indonesia,Labuhan Deli,103.0,2.0,51.25,1.0,103,3.7316806,98.6734915,2
Philippines,Noveleta,48.0,1.0,27.0,1.0,48,14.4275127,120.8808394,1
Philippines,Tigaon,54.0,1.0,21.0,1.0,54,13.6303411,123.4965413,1
Malaysia,Sungai Udang,92.0,2.0,21.0,2.5,92,2.2841096,102.1338866,0
Indonesia,Tarakan,21.0,1.0,11.0,0.0,21,3.3416343,117.59862807440442,1
Philippines,Carigara,61.0,1.0,23.0,0.0,61,11.3017446,124.6872516,1
Philippines,Bayugan,44.0,1.0,18.0,0.0,44,8.7145642,125.7481892,1
Philippines,Parang,50.0,1.0,18.0,2.0,50,7.3755802,124.267482,1
Malaysia,Sekudai,136.25,3.0,4.0,2.5,135,1.509806,103.6931651,0
Thailand,Wiang Sa,82.0,2.0,4.0,2.5,82,18.5698641,100.751595,0
Indonesia,Pasarkemis,136.25,3.5,10.0,2.5,135,-6.1719337,106.562309,0
Philippines,Pasil,42.0,1.0,16.0,2.5,42,17.3890052,121.1581968,1
Thailand,Non Sang,50.0,0.0,25.0,0.0,50,16.8686402,102.5691417,1
Malaysia,Kuah,104.0,2.0,51.25,0.0,104,6.3224573,99.8475021,2
Thailand,Doembang Nangbuat,44.0,0.0,20.0,0.0,44,14.8577183,100.09490645871983,1
Philippines,Asia,120.0,1.0,13.0,0.0,120,9.6021766,122.4670994,1
Philippines,Victorias,60.0,1.0,19.0,0.0,60,10.9013412,123.0714943,1
Indonesia,Sumedang,67.0,1.0,37.0,0.0,67,-6.8597179,107.9207066,1
Thailand,Suwannaphum,99.0,2.0,15.0,2.5,99,15.5989122,103.798411,0
Indonesia,Metro,63.0,1.0,39.0,0.0,63,-5.1078839,105.3078642,1
Malaysia,Juru,136.25,3.0,27.0,2.5,135,5.3157173,100.4379749,0
Indonesia,Kertosono,136.25,3.5,10.0,2.5,135,-7.5921805,112.1006422,0
Thailand,Mae Chan,32.0,0.0,25.0,0.0,32,16.0311873,98.6621428,1
Myanmar,Nyaunglebin,46.0,0.0,22.0,0.0,46,17.9532219,96.7259854,1
Indonesia,Porong,136.25,3.0,11.0,2.5,135,-7.53058075,112.69915812799618,0
Malaysia,Bintulu,51.0,1.0,12.0,0.0,51,3.1874261,113.0472803,1
Thailand,Bang Khla,57.0,1.0,24.0,1.0,57,13.725256,101.2056903,1
Indonesia,Ungaran,76.0,1.0,42.0,1.0,76,-7.1290892,110.4038912,2
Thailand,Loei,44.0,0.0,22.0,0.0,44,17.3158563,101.4638277,1
Indonesia,Jetis,63.0,1.0,30.0,1.0,63,-7.4159255,112.4727134,1
Thailand,Kabin Buri,58.0,0.0,31.0,0.0,58,13.9895143,101.7226862,1
Philippines,Damilag,52.0,1.0,23.0,1.0,52,8.3553282,124.8126054,1
Indonesia,Ngawi,73.0,1.0,40.0,0.0,73,-7.4422788,111.3869462,1
Philippines,Estancia,51.0,1.0,23.0,0.0,51,11.4564788,123.1509402,1
Thailand,Tha Bo,46.0,0.0,25.0,0.0,46,17.8474846,102.5813523,1
Indonesia,Langsa,72.0,1.0,38.0,0.0,72,4.4730892,97.9681841,1
Myanmar,Thaton,54.0,0.0,22.0,0.0,54,16.9136941,97.3689718,1
Philippines,Bulaon,70.0,1.0,23.0,1.0,70,15.0864351,120.6663126,1
Thailand,Soeng Sang,47.0,0.0,28.0,0.0,47,14.4264637,102.4653796,1
Philippines,Sebu,53.0,0.0,19.0,0.0,53,10.310328,123.97927764356774,1
Malaysia,Segamat,70.0,1.0,41.0,0.0,70,2.5004914,102.8156547,1
Indonesia,Solok,61.0,1.0,32.0,0.0,61,-0.93223105,100.80384988763592,1
Philippines,Guihing,48.0,1.0,18.0,0.0,48,6.6839459,125.3487922,1
Indonesia,Kemang,95.0,2.0,51.25,1.0,95,-3.3949445000000003,104.36153695374253,2
Indonesia,Lembang,136.25,3.5,12.0,2.5,135,-6.8111033,107.6171239,0
Philippines,Lucban,74.0,2.0,22.0,2.5,74,14.114401,121.55486,0
Philippines,Talibon,71.0,1.0,19.0,0.0,71,10.1508006,124.3269236,1
Myanmar,Pyu,42.0,0.0,22.0,0.0,42,18.483333,96.433333,1
Malaysia,Serendah,136.25,3.5,9.0,2.5,135,3.3651433,101.6033076,0
Philippines,Apalit,60.0,1.0,24.0,1.0,60,14.9494832,120.7588083,1
Indonesia,Mendahara,76.0,2.0,37.0,0.0,76,-0.9556509,103.6797702,2
Philippines,Magallon,45.0,1.0,17.0,0.0,45,10.2624995,123.0123312,1
Indonesia,Subang,88.0,2.0,51.25,1.0,88,-6.49838875,107.73954601355435,2
Indonesia,Pangkah,91.0,2.0,46.0,1.0,91,-6.979205,109.1675685,2
Indonesia,Surakarta,69.0,1.0,41.0,1.0,69,-7.5692489,110.828448,2
Thailand,Roi Et,47.0,0.0,30.0,0.0,47,15.7486448,103.7013017,1
Thailand,Pak Kret,57.0,1.0,27.0,1.0,57,13.9120701,100.4974327,1
Indonesia,Ponorogo,42.0,1.0,26.0,0.0,42,-7.97122665,111.49889293326967,1
Indonesia,Tanjung Morawa,72.0,2.0,42.0,0.0,72,3.5173404,98.7926727,2
Myanmar,Meiktila,31.0,1.0,27.0,0.0,31,20.8814233,95.8619463,1
Indonesia,Baki,60.0,1.0,33.0,0.0,60,-7.6110368,110.7836652,1
Malaysia,Pantai Remis,61.0,1.0,51.25,1.0,61,4.455272,100.626025,2
Thailand,Rayong,53.0,0.0,15.0,2.5,53,12.7943716,101.3705344,1
Thailand,Bang Saphan,19.0,1.0,16.0,0.0,19,11.2095023,99.5113754,1
Indonesia,Pasuruan,99.0,1.0,43.0,1.0,99,-7.6399593,112.9070632,2
Indonesia,Plered,116.0,3.0,51.25,1.0,112,-6.6409293,107.3913078,2
Thailand,Trang,56.0,1.0,27.0,0.0,56,7.5892935,99.5032004,1
Myanmar,Twante,58.0,0.0,23.0,0.0,58,16.716667,95.933333,1
Malaysia,Ulu Tiram,136.25,1.0,48.0,2.5,135,1.5993646,103.820877,2
Thailand,Uthai Thani,43.0,0.0,20.0,0.0,43,15.3912084,99.4560531,1
Philippines,Mabalacat,136.25,2.0,25.0,2.5,135,15.2250826,120.5733815,0
Philippines,Goa,48.0,0.0,25.0,0.0,48,13.6973443,123.4885073,1
Philippines,Baao,48.0,0.0,25.0,0.0,48,13.4531948,123.3663867,1
Philippines,Bacoor,52.0,1.0,27.0,1.0,52,14.458816,120.959579,1
Indonesia,Ngawen,60.0,1.0,33.0,0.0,60,-7.83636495,110.6832724278849,1
Philippines,Minalin,67.0,1.0,25.0,2.0,67,14.9681787,120.6849187,1
Indonesia,Pundong,136.25,3.5,16.0,2.5,135,-7.5754349,112.2181746,0
Philippines,Taloc,67.0,2.0,32.0,2.0,67,10.5871853,122.9093178,2
Philippines,Majayjay,51.0,0.0,24.0,1.0,51,14.1455816,121.4725083,1
Myanmar,Maubin,52.0,0.0,21.0,0.0,52,16.95681085,95.53573838553714,1
Indonesia,Wonopringgo,136.25,3.5,21.0,2.5,135,-6.9891917,109.6306792,0
Indonesia,Majenang,62.0,1.0,41.0,1.0,62,-7.2987025,108.7625912,2
Philippines,Mati,23.0,0.0,15.0,0.0,23,6.9514062,126.2167274,1
Indonesia,Cikampek,116.0,3.0,51.25,1.0,93,-6.4064976,107.4588164,2
Indonesia,Galesong,46.0,1.0,26.0,0.0,46,-5.33422455,119.37835427985154,1
Philippines,Cabanatuan,105.0,1.0,30.0,1.0,105,15.4905045,120.9684264,2
Indonesia,Baturaja,68.0,2.0,38.0,0.0,68,-4.1270552,104.1619482,2
Indonesia,Blitar,39.0,1.0,25.0,0.0,39,-8.0982442,112.1650769,1
Thailand,Chiang Kham,30.0,0.0,25.0,0.0,30,19.5237368,100.302163,1
Indonesia,Bengkulu,75.0,2.0,37.0,0.0,75,-3.5186763,102.5359834,2
Indonesia,Biak,15.0,0.0,15.0,0.0,5,-1.1836086,136.0816321,1
Indonesia,Mundu,55.0,1.0,41.0,0.0,55,-7.5970714,110.5602299,1
Thailand,Krathum Baen,54.0,1.0,24.0,0.0,54,13.6553127,100.2670884,1
Malaysia,Labis,88.0,1.0,42.0,1.0,88,2.3868877,103.0199613,2
Malaysia,Pengkalan Kundang,136.25,3.5,12.0,2.5,135,3.019104,101.5608447,0
Thailand,Phan Thong,129.0,3.0,3.0,2.5,129,13.4711731,101.0966223,0
Thailand,Kaset Sombun,34.0,1.0,22.0,0.0,34,16.2798509,101.9526501,1
Thailand,Taphan Hin,53.0,0.0,21.0,0.0,53,16.2207012,100.424099,1
Thailand,Chiang Klang,29.0,0.0,29.0,0.0,29,19.2847032,100.862686,1
Philippines,Amungan,67.0,0.0,25.0,0.0,67,15.3640993,119.958491,1
Indonesia,Jeluko,80.0,2.0,49.0,1.0,80,-6.5863305,110.9882855,2
Indonesia,Kadipaten,63.0,1.0,37.0,0.0,63,-7.80783795,110.35918707346804,1
Indonesia,Indramayu,98.0,2.0,29.0,2.0,98,-4.0517644,103.7798337,0
Thailand,Nakhon Ratchasima,36.0,0.0,25.0,0.0,36,15.2241917,101.9313754,1
Thailand,Bang Mun Nak,22.0,0.0,22.0,0.0,22,16.0285797,100.381161,1
Philippines,Bantay,34.0,0.0,26.0,0.0,34,17.5820178,120.3896288,1
Indonesia,Bandar,51.0,1.0,22.0,0.0,51,-7.9921194,111.2644565,1
Malaysia,Simpang Rengam,94.0,1.0,43.0,1.0,94,1.826736,103.308715,2
Philippines,Solano,56.0,1.0,13.0,2.5,56,16.5180604,121.1806163,0
Indonesia,Serpong,136.25,3.5,10.0,2.5,135,-6.3131287,106.68073925095902,0
Indonesia,Kedungwaru,51.0,1.0,30.0,0.0,51,-7.0070188,111.2132382,1
Malaysia,Kelapa Sawit,117.0,1.0,39.0,2.5,117,1.6763635,103.5294701,2
Philippines,Dasmarinas,54.0,1.0,24.0,1.0,54,14.3270819,120.9370871,1
Philippines,Tuguegarao,39.0,1.0,31.0,0.0,39,17.6118858,121.7300377,1
Indonesia,Tulangan,136.25,3.0,10.0,2.5,135,-7.4655613,112.6510185,0
Malaysia,Pasir Gudang,136.25,2.0,4.0,2.5,135,1.4953437,103.9207048,0
Myanmar,Pathein,30.0,1.0,26.0,0.0,30,16.783333,94.733333,1
Indonesia,Arjawinangun,68.0,2.0,51.25,1.0,68,-6.64465925,108.41453171976391,2
Indonesia,Magetan,42.0,1.0,26.0,0.0,42,-7.6542489,111.33605653488618,1
Philippines,Kiamba,16.0,0.0,16.0,0.0,13,5.9879555,124.6241575,1
Thailand,Kantang,56.0,1.0,27.0,0.0,56,7.4109021,99.5145938,1
Philippines,Hermosa,54.0,1.0,26.0,1.0,54,14.8302478,120.5086406,1
Indonesia,Singaparna,52.0,1.0,29.0,0.0,52,-7.3499098,108.1107502,1
Philippines,Manaoag,84.0,1.0,26.0,1.0,84,16.0230869,120.49480877161355,1
Philippines,Montevista,31.0,1.0,16.0,0.0,31,7.7030449,125.9879183,1
Thailand,Na Wa,56.0,1.0,30.0,0.0,56,17.4836157,104.0973501,1
Malaysia,Pulau Sebang,63.0,2.0,32.0,0.0,63,2.4494099,102.2326551,1
Indonesia,Jati,81.0,2.0,49.0,1.0,81,-6.1920892,106.8979445,2
Thailand,Sai Buri,60.0,1.0,34.0,0.0,60,6.7039359,101.6213564,1
Thailand,Satun,72.0,2.0,51.25,0.0,71,7.0366682,99.9615397,2
Indonesia,Bireun,74.0,1.0,31.0,0.0,74,5.2056495,96.70252045000001,1
Malaysia,Alor Gajah,100.0,2.0,18.0,2.5,100,2.3834528,102.2107805,0
Philippines,Tanay,120.0,2.0,28.0,2.5,120,14.4985359,121.2856331,0
Thailand,Si Bun Ruang,31.0,0.0,25.0,0.0,31,18.9070023,98.9498637,1
Malaysia,Johor Bahru,107.0,1.0,35.0,2.5,107,1.503555,103.7495586,2
Philippines,Kalilangan,43.0,1.0,20.0,0.0,43,7.7469953,124.7469234,1
Philippines,Magarao,55.0,1.0,25.0,0.0,55,13.6607081,123.1851888,1
Philippines,Legaspi,70.0,1.0,22.0,1.0,70,13.1388596,123.7343104,1
Thailand,Mae Ramat,26.0,1.0,9.0,1.0,26,16.9831309,98.5187429,1
Thailand,Pho Thong,106.0,2.0,13.0,2.5,106,16.3136387,103.9327032,0
Philippines,Buru Un,53.0,1.0,20.0,0.0,53,8.1880717,124.1722156,1
Philippines,Angono,63.0,1.0,23.0,1.0,63,14.5258481,121.1529683,1
Thailand,Thung Song,53.0,0.0,16.0,0.0,53,8.166657,99.6774848,1
Thailand,Kanchanaburi,40.0,0.0,19.0,0.0,40,14.44019,99.2676727,1
Indonesia,Tabanan,39.0,1.0,24.0,0.0,39,-8.43958865,115.07186662118337,1
Indonesia,Tarub,86.0,2.0,49.0,0.0,86,-7.0697079,111.018337,2
Philippines,Calamba,54.0,1.0,24.0,1.0,54,14.2060217,121.1556496,1
Indonesia,Pakisaji,23.0,0.0,22.0,0.0,23,-8.063178,112.6002477,1
Indonesia,Bantul,46.0,1.0,25.0,0.0,46,-7.8877454,110.3274139,1
Malaysia,Sibu,61.0,3.0,21.0,0.0,61,2.29220955,111.87658661205317,1
Indonesia,Slawi,92.0,2.0,51.25,1.0,92,-6.9829139,109.1363731,2
Indonesia,Curup,69.0,1.0,29.0,0.0,69,-3.3354163,104.1518866,1
Indonesia,Gondang,136.25,3.5,9.0,2.5,135,-7.6118226,112.4893247,0
Philippines,Lusacan,90.0,2.0,25.0,2.5,90,13.952411,121.3440986,0
Indonesia,Jakarta,136.25,3.5,51.25,2.5,135,-6.175247,106.8270488,2
Indonesia,Kencong,54.0,1.0,32.0,0.0,54,-8.2738223,113.3685667,1
Thailand,Pho Chai,84.0,2.0,24.0,2.5,84,15.595854,104.0933534,0
Indonesia,Palu,50.0,1.0,7.0,1.0,50,-0.9051548,119.8722373,1
Malaysia,Jertih,66.0,1.0,33.0,0.0,66,5.7381427,102.4971539,1
Malaysia,Batu Berendam,65.0,2.0,30.0,0.0,65,2.2507491,102.2542092,1
Thailand,Ban Chang,52.0,0.0,22.0,1.0,52,14.0275998,100.5074786,1
Malaysia,Kuang,75.0,2.0,42.0,2.0,75,3.2581858,101.5547582,2
Malaysia,Kulim,61.0,1.0,43.0,0.0,61,5.3663769,100.5525705,1
Indonesia,Makasar,67.0,2.0,25.0,1.0,67,-5.1342962,119.4124282,1
Thailand,Phra Pradaeng,70.0,1.0,24.0,1.0,70,13.6591779,100.5338323,1
Philippines,Guiguinto,71.0,1.0,24.0,1.0,71,14.828214,120.878786,1
Indonesia,Rancaekek,136.25,3.5,3.0,2.5,135,-6.9648801,107.7559578,0
Philippines,Urbiztondo,119.0,2.0,26.0,2.5,119,15.8223901,120.3293751,0
Philippines,Castillejos,102.0,1.0,25.0,2.5,102,14.9320671,120.2005402,0
Indonesia,Katobu,22.0,0.0,18.0,0.0,22,-4.9408066,122.5275567,1
Philippines,Pasacao,53.0,1.0,23.0,0.0,53,13.5102072,123.0411504,1
Indonesia,Demak,85.0,1.0,47.0,1.0,85,-6.9229075,110.63509725731818,2
Indonesia,Klungkung,33.0,1.0,25.0,0.0,33,-8.107837,113.6768567,1
Malaysia,Kuching,46.0,1.0,16.0,0.0,46,1.5574127,110.3439862,1
Philippines,Balagtas,71.0,1.0,24.0,1.0,71,14.8177664,120.9083864,1
Philippines,San Narciso,69.0,0.0,25.0,0.0,69,15.0155166,120.0793689,1
Indonesia,Tayu,100.0,2.0,51.25,1.0,89,-7.05521225,110.2548083555875,2
Indonesia,Teluknaga,136.25,3.5,51.25,2.5,135,-6.0536646,106.6578901146651,2
Thailand,Ban Pong,39.0,0.0,23.0,0.0,39,19.3749745,99.1761264,1
Indonesia,Krian,136.25,3.0,51.25,1.0,135,-7.4106679,112.5784572,2
Indonesia,Manggar,34.0,0.0,19.0,0.0,34,-2.8672641,108.2759285,1
Philippines,Agoo,54.0,0.0,24.0,1.0,54,16.3223973,120.3670036,1
Philippines,Surigao,53.0,1.0,22.0,0.0,53,9.7905028,125.4935697,1
Malaysia,Sungai Besar,50.0,1.0,41.0,1.0,50,3.6777145,100.9880263,1
Myanmar,Sagaing,26.0,1.0,26.0,0.0,24,24.4768486,95.47473996361609,1
Philippines,Dapitan,37.0,1.0,17.0,0.0,37,8.6549449,123.4243754,1
Thailand,Ubon Ratchathani,46.0,1.0,26.0,0.0,46,15.1879684,105.3269544,1
Philippines,Iligan,56.0,1.0,22.0,0.0,56,8.2281556,124.2411508,1
Thailand,Kuchinarai,51.0,0.0,26.0,0.0,51,16.5376796,104.0510643,1
Indonesia,Mojokerto,136.25,3.0,51.25,1.0,135,-7.54133775,112.50949745736571,2
Malaysia,Temerloh,56.0,1.0,34.0,0.0,56,3.4505423,102.4189,1
Philippines,Koronadal,31.0,1.0,17.0,0.0,31,6.5004067,124.8435427,1
Thailand,Bang Sai,56.0,0.0,24.0,0.0,56,14.3200268,100.3003691,1
Indonesia,Boyolangu,48.0,1.0,28.0,0.0,48,-8.1192548,111.8937682,1
Indonesia,Tanete,57.0,1.0,23.0,1.0,57,-3.9443472,119.7848438,1
Indonesia,Ngunut,51.0,1.0,26.0,0.0,51,-8.1016234,112.0104268,1
Thailand,Sam Roi Yot,30.0,0.0,19.0,0.0,30,12.2126233,99.8807861,1
Myanmar,Letpadan,27.0,1.0,26.0,0.0,27,17.783333,95.75,1
Malaysia,Kudat,40.0,1.0,23.0,0.0,40,6.8824598,116.8494435,1
Philippines,Trapiche,51.0,1.0,19.0,0.0,51,10.6885218,122.4484058,1
Indonesia,Welahan,96.0,2.0,51.25,2.0,96,-6.7785531,110.7203007,2
Indonesia,Muncar,37.0,1.0,24.0,0.0,37,-8.4372524,114.3401241,1
Malaysia,Taiping,131.0,3.0,24.0,2.5,131,4.8546772,100.7438831,0
Thailand,Nong Phai,44.0,0.0,21.0,0.0,44,17.3199781,103.0848869,1
Thailand,Warin Chamrap,58.0,1.0,26.0,0.0,58,15.1984454,104.8628696,1
Indonesia,Margahayu,98.0,2.0,51.25,1.0,98,0.7026195,111.32048,2
Philippines,Maranding,42.0,0.0,15.0,0.0,42,7.922763,123.7728268,1
Malaysia,Teluk Intan,90.0,2.0,51.25,1.0,90,4.023176,101.026184,2
Malaysia,Rawang,136.25,3.5,8.0,2.5,135,3.3194651,101.5747699,0
Myanmar,Taungdwingyi,28.0,0.0,25.0,0.0,28,20.001873,95.546135,1
Thailand,Chiang Mai,20.0,0.0,20.0,0.0,20,18.7882778,98.9858802,1
Indonesia,Prambanan,55.0,1.0,27.0,0.0,55,-7.152447,114.3746226,1
Myanmar,Paungde,33.0,1.0,17.0,0.0,33,18.4928344,95.5071615,1
Thailand,Nakhon Si Thammarat,58.0,1.0,32.0,0.0,58,8.6772337,99.7309635,1
Indonesia,Kabanjahe,22.0,0.0,18.0,0.0,22,3.1009104,98.4891218,1
Philippines,Teresa,65.0,1.0,25.0,2.0,65,14.5588946,121.2079458,1
Malaysia,Marang,70.0,1.0,38.0,0.0,70,5.1666667,103.1666667,1
